id,tweet,Location,Lat,Long
220,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
220,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
221,RT @itvnews: Hungary refugees start 300 mile walk to Germany as train stand-off continues  ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
221,RT @itvnews: Hungary refugees start 300 mile walk to Germany as train stand-off continues  ,http://dbpedia.org/resource/Berlin,52.52,13.405
222,BBC News - Migrant crisis: Hundreds protest at Hungary station ban  ISIS is laughing!,http://dbpedia.org/resource/Budapest,47.4925,19.0514
223,"RT @ajboekestijn: Austrian authorities estimate 100,000 migrants are racing to enter the country before Hungary seals its border on Sept. 1…",http://dbpedia.org/resource/Budapest,47.4925,19.0514
225,"RT @LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to #germany, some say camp ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
225,"RT @LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to #germany, some say camp ",http://dbpedia.org/resource/Berlin,52.52,13.405
227,"RT @AP: BREAKING: More than 1,000 migrants from Middle East and Asia arrive by bus on border with Austria",http://dbpedia.org/resource/Vienna,48.2,16.3667
228,"Thanks Obama.
35 MILLION migrants heading to Europe, says Hungary as it builds second fence. ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
229,RT @harry_horton: This picture is incredible - hundreds of refugees marching to Austria on the Hungarian motorway #refugeecrisis ,http://dbpedia.org/resource/Vienna,48.2,16.3667
230,"RT @TRobinsonNewEra: 35 MILLION migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
231,#austria The Latest: Austria sees 24000 migrants enter over weekend - Times Daily: Ti...  - ,http://dbpedia.org/resource/Vienna,48.2,16.3667
232,"RT @Chara_fc: #refugees wait for their train leaving for #Austria, at #Keleti railway station in #Budapest, #Hungary,Aug. 31 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
232,"RT @Chara_fc: #refugees wait for their train leaving for #Austria, at #Keleti railway station in #Budapest, #Hungary,Aug. 31 ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
233,"Hundreds of migrants protest at Budapest station, want to go to Germany  ",http://dbpedia.org/resource/Berlin,52.52,13.405
234,RT @nytimes: Nearly 5000 migrants arrived in Austria on Saturday after Hungary helped them travel in safety  ,http://dbpedia.org/resource/Vienna,48.2,16.3667
235,#BREAKING: 20 Croatian buses full of #migrants arrived at #Hungary's border; not allowed to cross (PICS: @RT_com) ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
237,"RT @vofncroatia: Refugees arrive in Austria after angry Croatia-Hungary tug-of-war: Meanwhile, hundreds of asylum seekers trave...  ",http://dbpedia.org/resource/Vienna,48.2,16.3667
238,"RT @Conflicts: BREAKING: Second group of 1,000 migrants leaves main station in Budapest, on foot for Austria - @martinkaul

",http://dbpedia.org/resource/Vienna,48.2,16.3667
239,rt #NationalDogDay Migrants barred from Hungary station: Hundreds of migrants protest outside a major railway ...  ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
240,Hundreds of migrants march on motorway in Hungary ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
241,"At 9 with Elizabeth - up to 12,000 refugees have crossed into Austria and Germany this weekend",http://dbpedia.org/resource/Vienna,48.2,16.3667
241,"At 9 with Elizabeth - up to 12,000 refugees have crossed into Austria and Germany this weekend",http://dbpedia.org/resource/Berlin,52.52,13.405
242,Thousands of jubilant migrants arrive in Austria from Hungary - CNN: Channel 4 NewsThousands of jubilant migra... ,http://dbpedia.org/resource/Vienna,48.2,16.3667
242,Thousands of jubilant migrants arrive in Austria from Hungary - CNN: Channel 4 NewsThousands of jubilant migra... ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
243,"New Record: 10, 046 migrants enter Hungary on Wednesday ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
244,RT @TRobinsonNewEra: Estonian reporter recognizes #AlQaeda terrorist he interviewed 2 yrs ago among #RefugeesWelcome en route to Germany. h…,http://dbpedia.org/resource/Berlin,52.52,13.405
245,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
246,"RT @workisforsuckas: 35 MILLION migrants heading to #Europe, says #Hungary as it builds second fence. 

#securethbord…",http://dbpedia.org/resource/Budapest,47.4925,19.0514
247,"More #SyrianRefugees now leaving #Keleti station in #Budapest 4 #Austria border, like yesterday.",http://dbpedia.org/resource/Vienna,48.2,16.3667
248,RT @chafahi: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary #refugees ,http://dbpedia.org/resource/Kabul,34.5253,69.1783
248,RT @chafahi: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary #refugees ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
249,"Photo: Another 10 buses of migrants arrive at Beremend, Hungary, crossing; local volunteers hand out bottles of wa… ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
250,"RT @WSJ: EU president proposes new quota plan to redistribute 160,000 refugees who have arrived in Greece, Italy, Hungary ",http://dbpedia.org/resource/City_of_Brussels,50.8467,4.3525
250,"RT @WSJ: EU president proposes new quota plan to redistribute 160,000 refugees who have arrived in Greece, Italy, Hungary ",http://dbpedia.org/resource/Athens,37.984,23.7278
250,"RT @WSJ: EU president proposes new quota plan to redistribute 160,000 refugees who have arrived in Greece, Italy, Hungary ",http://dbpedia.org/resource/Florence,43.7833,11.25
250,"RT @WSJ: EU president proposes new quota plan to redistribute 160,000 refugees who have arrived in Greece, Italy, Hungary ",http://dbpedia.org/resource/Turin,45.0792,7.67611
250,"RT @WSJ: EU president proposes new quota plan to redistribute 160,000 refugees who have arrived in Greece, Italy, Hungary ",http://dbpedia.org/resource/Rome,41.8833,12.5
250,"RT @WSJ: EU president proposes new quota plan to redistribute 160,000 refugees who have arrived in Greece, Italy, Hungary ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
251,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
251,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
251,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
254,RT @rallaf: How about Hungary takes in just ONE #Syria refugee &amp; his clan so millions can go back home? Disclosure: he's a genocidal maniac…,http://dbpedia.org/resource/Budapest,47.4925,19.0514
254,RT @rallaf: How about Hungary takes in just ONE #Syria refugee &amp; his clan so millions can go back home? Disclosure: he's a genocidal maniac…,http://dbpedia.org/resource/Damascus,33.5131,36.2919
256,RT @ValerioDeC: #refugees: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary ,http://dbpedia.org/resource/Kabul,34.5253,69.1783
256,RT @ValerioDeC: #refugees: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
257,RT @TRobinsonNewEra: Estonian reporter recognizes #AlQaeda terrorist he interviewed 2 yrs ago among #RefugeesWelcome en route to Germany. h…,http://dbpedia.org/resource/Berlin,52.52,13.405
258,"RT @RichardHaass: Some 8000 #refugees a day entering #Germany; this is admirable but economically, socially, &amp; politically unsustainable fo…",http://dbpedia.org/resource/Berlin,52.52,13.405
260,RT @balazscseko: #refugeeconvoy starting now from #Vienna Hundreds of cars heading to #Hungary #refugeeswelcome ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
261,"#Over 10,000 refugees enter Austria #jobs #jobdila #cachejobs #jobsila #: Thousands of refugees and migrants h... ",http://dbpedia.org/resource/Vienna,48.2,16.3667
262,RT @iam_LilZardy: One million refugees may arrive Germany in 2015  Via @BloomGist,http://dbpedia.org/resource/Berlin,52.52,13.405
263,"35 million migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
264,"RT @DrPippaM: 35 MILLION migrants heading to Europe, says Hungary as it builds second fence - ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
265,"RT @LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to #germany, some say camp ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
265,"RT @LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to #germany, some say camp ",http://dbpedia.org/resource/Berlin,52.52,13.405
266,RT @RT_com: Half a million refugees could arrive in Hungary this year – govt minister  ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
267,"RT BBCBreaking: Second group of 1,000 migrants leaves main station in Hungarian capital, Budapest, on foot for Aus… ",http://dbpedia.org/resource/Canberra,-35.2931,149.127
268,"71,000 refugees crossed into Austria in last 30 days.  Some 90% moved on to Germany and other countries.",http://dbpedia.org/resource/Vienna,48.2,16.3667
268,"71,000 refugees crossed into Austria in last 30 days.  Some 90% moved on to Germany and other countries.",http://dbpedia.org/resource/Berlin,52.52,13.405
269,"RT @business: Hundreds of migrants defy Hungarian authorities, heading for Austria and other EU countries  ",http://dbpedia.org/resource/Vienna,48.2,16.3667
269,"RT @business: Hundreds of migrants defy Hungarian authorities, heading for Austria and other EU countries  ",http://dbpedia.org/resource/City_of_Brussels,50.8467,4.3525
270,"RT @MahaveerM_: EU is Getting in 2 Dangerous Ploy of ISIS With Regards to #SyrianRefugees!
Jihadis entering Germany, tracking Future ",http://dbpedia.org/resource/City_of_Brussels,50.8467,4.3525
270,"RT @MahaveerM_: EU is Getting in 2 Dangerous Ploy of ISIS With Regards to #SyrianRefugees!
Jihadis entering Germany, tracking Future ",http://dbpedia.org/resource/Berlin,52.52,13.405
271,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
272,RT @AP: BREAKING: 19 Croatian buses full of migrants seen arriving at Hungary's border; not allowed to cross.,http://dbpedia.org/resource/Budapest,47.4925,19.0514
273,RT @Reuters: PHOTOS: Hundreds of migrants set off on foot from Budapest for Austria.  ,http://dbpedia.org/resource/Vienna,48.2,16.3667
275,"Dating Single Thousands of Migrants Reach Austria as New Groups Set Off: Nearly 5,000 e...  ",http://dbpedia.org/resource/Vienna,48.2,16.3667
277,"RT @XHNews: #RefugeeCrisis 7,000 pass through #Vienna by train within 24 hours, most onward to #Germany  ",http://dbpedia.org/resource/Berlin,52.52,13.405
278,Migrants barred from Hungary station Hundreds of migrants protest outside a majo  ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
280,"RT @MahaveerM_: EU is Getting in 2 Dangerous Ploy of ISIS With Regards to #SyrianRefugees!
Jihadis entering Germany, tracking Future ",http://dbpedia.org/resource/City_of_Brussels,50.8467,4.3525
280,"RT @MahaveerM_: EU is Getting in 2 Dangerous Ploy of ISIS With Regards to #SyrianRefugees!
Jihadis entering Germany, tracking Future ",http://dbpedia.org/resource/Berlin,52.52,13.405
282,RT @HuffPostUKPics: This is what is happening in Hungary right now - hundreds of refugees marching to Austria     htt…,http://dbpedia.org/resource/Budapest,47.4925,19.0514
282,RT @HuffPostUKPics: This is what is happening in Hungary right now - hundreds of refugees marching to Austria     htt…,http://dbpedia.org/resource/Vienna,48.2,16.3667
283,"New article: Hundreds of migrants protest at Budapest station, want to go to Germany read more at here ",http://dbpedia.org/resource/Berlin,52.52,13.405
284,"35 MILLION migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
285,"Some 8,000 Migrants Reach Germany After Ordeal ",http://dbpedia.org/resource/Berlin,52.52,13.405
286,RT @ValerioDeC: #refugees: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary ,http://dbpedia.org/resource/Kabul,34.5253,69.1783
286,RT @ValerioDeC: #refugees: 18 yr old Afghan man has pushed his grandmother in a wheelchair from Afghanistan to Hungary ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
288,"Hundreds Of Migrants And Refugees To Walk 150 Miles From Hungary To Austria  #gameinsight, #android, #androidgames,…",http://dbpedia.org/resource/Budapest,47.4925,19.0514
288,"Hundreds Of Migrants And Refugees To Walk 150 Miles From Hungary To Austria  #gameinsight, #android, #androidgames,…",http://dbpedia.org/resource/Vienna,48.2,16.3667
289,"Asleep on the tracks: Austria to CLOSE borders again as 12,000 refugees arrive in 48 hours ",http://dbpedia.org/resource/Vienna,48.2,16.3667
291,"Over 1,000 refugees set off on foot for Austria at border | Politics.hu ",http://dbpedia.org/resource/Vienna,48.2,16.3667
292,RT @RasmusTantholdt: Hungarian refugees arrives in Denmark in 1956. #refugeecrisis ,http://dbpedia.org/resource/Copenhagen,55.6761,12.5683
293,"The Latest: Croatian police say 55,000 migrants have entered: BUDAPEST, Hungary (AP) — The latest developments... ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
294,"[September 06, 2015 at 09:49PM] Thousands of refugees arrive in Germany to cheers, 'welcome' signs via ",http://dbpedia.org/resource/Berlin,52.52,13.405
295,"RT @soyaplnt: yes it's good we're taking 20,000 refugees (over 5 years) but compared to Germany's 800,000 it's pathetic",http://dbpedia.org/resource/Berlin,52.52,13.405
296,"RT @Refugees: As dusk sets in, hundreds of refugees have decided to walk from #Hungary to #Austria. #Europe ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
296,"RT @Refugees: As dusk sets in, hundreds of refugees have decided to walk from #Hungary to #Austria. #Europe ",http://dbpedia.org/resource/Vienna,48.2,16.3667
298,"RT  Thousands of Migrants Reach Austria: About 4,000 migrants, desperate to leave Hungary for West... …",http://dbpedia.org/resource/Budapest,47.4925,19.0514
299,"RT @AOL: Hundreds of migrants protest at Budapest station, want to go to Germany: ",http://dbpedia.org/resource/Berlin,52.52,13.405
300,"RT @AFP: #BREAKING 450,000 refugees arrived in Germany since January: vice chancellor",http://dbpedia.org/resource/Berlin,52.52,13.405
301,"RT @nytimes: “Nothing but death will stop us,” said 1 of about 1,000 migrants who are walking to Germany  ",http://dbpedia.org/resource/Berlin,52.52,13.405
302,"RT @Chara_fc: #refugees wait for their train leaving for #Austria, at #Keleti railway station in #Budapest, #Hungary,Aug. 31 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
302,"RT @Chara_fc: #refugees wait for their train leaving for #Austria, at #Keleti railway station in #Budapest, #Hungary,Aug. 31 ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
304,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
304,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
304,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
305,RT @sakirkhader: Hundreds of refugees warmly welcomed by the crowd as they arrived in #Austria last night. ,http://dbpedia.org/resource/Vienna,48.2,16.3667
306,"RT @AlArabiya_Eng: BREAKING: 280,000 #refugees arrive in #Germany in September 2015: Bavaria minister",http://dbpedia.org/resource/Berlin,52.52,13.405
307,@CombatChris1 they have short memory. 1956 Hungarian refugees marched to Austria. Racist Scum,http://dbpedia.org/resource/Vienna,48.2,16.3667
308,A Huge Group of Refugees In Hungary Is Walking 150 Miles to Austria on a Highway ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
308,A Huge Group of Refugees In Hungary Is Walking 150 Miles to Austria on a Highway ,http://dbpedia.org/resource/Vienna,48.2,16.3667
309,"RT @UNrefugees: Najibah, 7 months pregnant, walked for 8 days to get to #Hungary #europecrisis  ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
310,"RT @Fight4UK: #UKIP 

35 MILLION migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/City_of_Brussels,50.8467,4.3525
310,"RT @Fight4UK: #UKIP 

35 MILLION migrants heading to Europe, says Hungary as it builds second fence ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
311,"RT @RT_com: BREAKING: 2,000 #refugees arrive from Hungary to border with #Austria - police  ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
311,"RT @RT_com: BREAKING: 2,000 #refugees arrive from Hungary to border with #Austria - police  ",http://dbpedia.org/resource/Vienna,48.2,16.3667
312,"RT @bouckap: #Hungary police give water, food 2 newly arrived #SyrianRefugees after exhausting walk from #Serbia. ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
313,"Austria to close borders again after 12,000 refugees enter from Hungary in 48 hours  ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
315,"RT @ianbremmer: Refugees Walking to Austria
Hungarians in 1956
Syrians in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
316,"RT @ianbremmer: Refugees Walking to Austria
Hungarians in 1956
Syrians in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
318,RT @nytimes: Nearly 5000 migrants arrived in Austria on Saturday after Hungary helped them travel in safety  ,http://dbpedia.org/resource/Vienna,48.2,16.3667
318,RT @nytimes: Nearly 5000 migrants arrived in Austria on Saturday after Hungary helped them travel in safety  ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
319,CHPSRE: RT hrw: RT LydsG: Conflicting info 4 #SyrianRefugees at station in #Hungary. Some police say trains go to … ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
320,"RT @ianbremmer: Refugees Walking to Austria
Hungarians in 1956
Syrians in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
321,"Race for Europe: 20,000 migrants &amp; refugees enter Austria over weekend, cause far-right rise ",http://dbpedia.org/resource/Vienna,48.2,16.3667
322,"Migrants Flow West on Hungarian Trains; 13,000 Reach Austria ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
322,"Migrants Flow West on Hungarian Trains; 13,000 Reach Austria ",http://dbpedia.org/resource/Vienna,48.2,16.3667
323,Hungary bans refugees from main railway station as hundreds attempt to ride Vienna train ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
324,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
324,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
324,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
326,Record 5809 #refugees and #migrants entered #Hungary y'day - highest number ever. Crisis continues to grow. #Europe ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
327,RT @sorth: Incredible scenes on M1 highway in #Hungary. All four lanes blocked by #refugees walking westwards #MigrantMarch ,http://dbpedia.org/resource/Budapest,47.4925,19.0514
328,"RT @AJENews: About 2,000 refugees have arrived at Austria's border from Hungary  ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
329,RT @CBSEveningNews: Migrants begin 300-mile trek to Germany on foot:  ,http://dbpedia.org/resource/Berlin,52.52,13.405
330,"RT @Holbornlolz: 8,000 migrants crossed into Austria today",http://dbpedia.org/resource/Vienna,48.2,16.3667
331,VICENews joins hundreds of migrants and refugees attempting to march on police lines in Hungary:  STUPID MUSLIMS!,http://dbpedia.org/resource/Budapest,47.4925,19.0514
332,"RT @BrezMeja: Train from #Maribor crossed the border with #Austria, cca 250 #Refugees on the way to #Vienna. @HBF_Vie please let us know wh…",http://dbpedia.org/resource/Vienna,48.2,16.3667
333,RT @En_French_Coach: Hundreds of#refugees begin long march to#Austria from #Budapest #refugeecrisis #MigrantMarch #migrantcrisis #Hungary h…,http://dbpedia.org/resource/Vienna,48.2,16.3667
333,RT @En_French_Coach: Hundreds of#refugees begin long march to#Austria from #Budapest #refugeecrisis #MigrantMarch #migrantcrisis #Hungary h…,http://dbpedia.org/resource/Budapest,47.4925,19.0514
334,RT @AFP: #BREAKING Around 20 buses of migrants reach Croatia's border with Hungary: AFP,http://dbpedia.org/resource/Zagreb,45.8167,15.9833
334,RT @AFP: #BREAKING Around 20 buses of migrants reach Croatia's border with Hungary: AFP,http://dbpedia.org/resource/Budapest,47.4925,19.0514
335,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
335,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Budapest,47.4925,19.0514
335,"RT @CasMudde: 1) Hungarian refugees walking to #Austria in 1956
2) Syrian #refugees walking from #Hungary to Austria in 2015 ",http://dbpedia.org/resource/Vienna,48.2,16.3667
